clinical_trial	gender	ethnicity	brief_title	initial_data_release_version_number	program_name	latest_data_release_version	arm_name	lab_test_panel_count	assay_method_count	clinicaltrials_link	pubmed_id	age_range	planned_visit_total_count	arm_accession	minimum_age	has_lab_test	latest_data_release_date	gender_included	analyte_preferred_count	maximum_age	research_focus	contract_grant_external_id	latest_data_release_version_number	race	actual_enrollment	initial_data_release_date	brief_description	biosample_type	shared_subject_count	max_age	study_accession	contract_grant_name	study_pi	species	initial_data_release_version	condition_or_disease	has_assessment	assessment_panel_count	age_unit	assay_method	min_age	doi
N	Not Specified	Not Specified	Phosphorylation profiles of ERK, p38, MAPKs in DCs in response to different pathogenic stimuli	23.0	Modeling Immunity for Biodefense I	DR23	Healthy subjects		Flow Cytometry (37)			18.0-89.0	1	ARM4049	  18.00	N	2017-09-29	Not Specified	CD45RO (4)	  89.00	Infection Response	HHSN266200500021C	23.0	Not Specified	2	2017-09-29	2 different stimuli were used to activated DCs LPS and Curdlan. A time course experiment was conducted for 2 hr to measure the phosphorylation profiles of MAPKs, ERK1/2 and p38.	Dendritic cell		89.0	SDY1152	Modeling Viral Immunity and Antagonism	S Patil: Mount Sinai School of Medicine	Homo sapiens	DR23	salmonellosis;Staphylococcus Aureus Infection	N		Years	Flow Cytometry	18.0	10.21430/M3N3RFL2E5
N	Female;Male	Hispanic or Latino;Not Hispanic or Latino	Immunologic and genomic signatures of influenza vaccine response - 2011 (see companion studies SDY63, SDY400, SDY520)	17.0	Human Immunology Project Consortium (HIPC) RFA-AI-14-007, RFA-AI-09-040	DR44	Older adults >= 65 years old;Young adults 21-30 years old		Flow Cytometry (2062);Hemagglutination Inhibition (138);Mass Spectrometry (1086);Transcription profiling by array (512)		25367297;28881994;30939133	22.0-90.0	4	ARM2359;ARM2358	  22.00	N	2022-06-22	Female, Male	- (207);CCR4 (412);CCR6 (206);CCR7 (209);CD10 (206);CD11c (207);CD123 (207);CD127 (205);CD14 (207);CD16 (823);CD19 (206);CD20 (206);CD21 (206);CD24 (206);CD27 (620);CD28 (209);CD3 (1855);CD38 (620);CD39 (206);CD4 (1649);CD45RA (416);CD45RO (412);CD56 (823);CD57 (205);CD8 (1443);CXCR3 (206);CXCR5 (206);HLADR (1241);IFNG (409);IgD (206);IL17 (409);IL2RA (206);Ki67 (207);PD1 (411);TNFA (409)	  90.00	Vaccine Response	AI089992	44.0	Unknown;Other;Black or African American;White;Asian	72	2016-02-05	Project 1: Immunologic and genomic signatures of influenza vaccine response - year2 2011	PBMC;B cell;Whole blood	SDY1968 (39)	90.0	SDY404	Defining signatures for immune responsiveness by functional systems immunology HIPC1	David Hafler: Yale	Homo sapiens	DR17	influenza;Aging	N		Years	Transcription profiling by array;Hemagglutination Inhibition;Flow Cytometry;Mass Spectrometry	22.0	10.21430/M3GWQRC8DT
N	Male;Other;Female;Not Specified	Hispanic or Latino;Not Hispanic or Latino;Not Specified	Multiscale PHATE identifies multimodal signatures of COVID-19	43.0	Human Immunology Project Consortium (HIPC) RFA-AI-20-079	DR43	Acute Illness;Healthy Controls	Blood Cell Count with Differential (4220);Protein or Enzyme Type Measurement (4220);Comprehensive Metabolic Panel (12660)	Flow Cytometry (412)		35228707	1.0-90.0	8	ARM6091;ARM6090	   1.00	Y	2022-03-21	Female, Male, Not Specified, Other	BDCA1 (75);BDCA3 (75);CCL25 (75);CCR7 (75);CD11b (75);CD11c (191);CD127 (75);Cd14 (75);CD16 (75);CD19 (266);CD20 (191);CD27 (191);CD3 (221);CD304 (75);CD38 (266);Cd4 (146);CD42b (75);CD45RA (266);CD56 (75);CD66b (75);CD8 (146);Cd86 (191);CXCR3 (71);CXCR5 (75);GranB (71);HLADR (341);IFNG (142);IgD (191);IgG (191);IgM (191);IL17A (71);IL2RA (191);IL4 (71);IL6 (71);PD1 (75);TNFA (71)	  90.00	Immune Response	Womens Health Research at Yale Pilot Project Program	43.0	Unknown;Black or African American;White;Asian;American Indian or Alaska Native;Not Specified	2170	2022-03-21	Multiscale PHATE is a machine learning novel tool for dimensionality reduction and data exploration that can be applied to biological data sets to learn and visualize	Serum;PBMC;Whole blood	SDY1648 (115);SDY1655 (161)	90.0	SDY1886	Women's Health Research at Yale Pilot Project Program	Manik Kuchroo: Yale University;Jessie Huang: Yale University;Patrick Wong: Yale University;Jean-Cristophe Grenier: Yale University;Dennis Shung: Yale University;Alexander Tong: Yale University;Carolina Lucas: Yale University;Jon Klein: Yale University;Daniel Burkhardt: Yale University;Scott Gigante: Yale University;Abhinav Godavarthi: Yale University;Bastian Rieck: Yale University;Benjamin Israelow: Yale University;Michael Simonov: Yale University;Tianyang Mao: Yale University;Ji Eun Oh: Yale University;Julio Silva: Yale University;Takehiro Takahashi: Yale University;Camila Odio: Yale University;Arnau Casanovas-Massana: Yale University;John Fournier: Yale University;Shelli Farhadian: Yale University;Charles Dela Cruz: Yale University;Albert Ko: Yale University;Matthew Hirn: Yale University;F. Perry Wilson: Yale University;Julie Hussin: Yale University;Guy Wolf: Yale University;Akiko Iwasaki: Yale University;Smita Krishnaswamy: Yale University	Homo sapiens	DR43	COVID-19	N		Years	Flow Cytometry	1.0	10.21430/M3D4FZNYFR
N	Male		Age-associated alterations in CD8a+ dendritic cells impair CD8	15.0	Protective Immunity in Special Populations	DR15	Li_Smithey_AgingCell_2012_Adult;Li_Smithey_AgingCell_2012_Old		Flow Cytometry (0)		22862959	0.25-1.83	1	ARM2880;ARM2881	   3.00	N	2015-09-18	Male		  22.00	Immune Response	HHSN272201100017C 	15.0		6	2015-09-18	Age-associated decline in immunity to infection has been documented			1.83	SDY647	Immunological basis of age-related vulnerability in biodefense and emerging infections SP2 UAz	Megan Smithey: University of Arizona;Gang Li: University of Arizona;Janko Nikolich: University of Arizona	Mus musculus	DR15	Aging	N		Months	Flow Cytometry	0.25	10.21430/M3J0S60RL6
N	Not Specified	Not Specified	Modeling Viral Immunity and Antagonism in Dendritic Cells	23.0	Modeling Immunity for Biodefense I	DR52.1	Healthy adult		Flow Cytometry (4171)				1	ARM3298		N	2024-07-25	Not Specified	B7-2 (831);CD123 (96);CD14 (96);CD154 (42);CD274 (317);CD289 (41);CD40 (62);CD45RO (970);CD69 (317);HLADR (888);ICAM1 (19);STAT1 (82);TLR7 (41)		Immune Response	HHSN266200500021C	52.1	Not Specified	93	2017-09-29	A suite of ex vivo perturbations are applied to explore DC response	Dendritic cell			SDY873	Modeling Viral Immunity and Antagonism	Stuart Sealfon: MSSM	Homo sapiens	DR23		N		Years	Flow Cytometry		10.21430/M3EXEMMV8M
Y	Female;Male	Other	Small Sample- Big Data: The Gambia	30.0	Human Immunology Project Consortium (HIPC) RFA-AI-15-041	DR30	EPIC001: Gambian pilot newborns		Flow Cytometry (52);Luminex xMAP (60);Mass Spectrometry (115);RNA sequencing (50)	https://clinicaltrials.gov/ct2/show/NCT03246230	30862783	0.0-0.0	2	ARM4344	    .00	N	2019-04-12	Female, Male	CCL22 (60);CD11b (52);CD11c (52);CD123 (52);CD14 (52);CD154 (60);CD16 (52);CD3 (52);CD45RO (52);CD56 (52);CD64 (52);EGF (60);Eotaxin (60);Fractalkine (60);GMCSF (60);GRO (60);HLADR (52);IL10 (60);IL13 (60);IL2 (60);IL4 (60);IL5 (60);IL6 (60);IL7 (60);IL8 (60);IP-10 (60);MCP1 (60);RANTES (60);VEGFA (60)	  23.00	Immune Response	AI118608	30.0	Black or African American	30	2019-04-12	Systems Biology Characterization in Early Life	Plasma;Whole blood		0.0	SDY1256	Systems Biology To Identify Biomarkers Of Neonatal Vaccine Immunogenicity (Boston Children's)	Ofer Levy: Boston Children's Hospital;Tobias Kollmann: University of British Columbia;Beate Kampmann: Medical Research Council- The Gambia,;Al Ozonoff: Boston Children's Hospital;Scott Tebbutt: University of British Columbia;Robert Hancock: University of British Columbia;Hanno Steen: Boston Children's Hospital;Ryan Brinkman: University of British Columbia	Homo sapiens	DR30	healthy;tuberculosis;hepatitis B	N		Hours	RNA sequencing;Flow Cytometry;Luminex xMAP;Mass Spectrometry	0.0	10.21430/M3IXMI1PCO
N			Broad and potent activity against SARS-like viruses by an engineered human monoclonal antibody	48.0	SeroNet	DR48	HL-60 cells;NK-cells;Balb/c mice treated with ADG-2;Balb/c mice treated with PBS		Cell Mediated Immunoassay (0);Flow Cytometry (0);Other (0);Plaque Reduction Neutralization Assay (0);Pseudovirus Neutralization Assay (0);Surface Plasmon Resonance (0)		33495307	0.0-89.0	3	ARM7290;ARM7289;ARM7291;ARM7292	0	N	2023-05-31			89	Molecular Biology	U54CA260543	48.0			2023-05-31	To evaluate the binding activity and potency of ADG-2 against a large panel of sarbecoviruses			89.0	SDY2253	North Carolina Seronet Center for Excellence	Bonnie Gunn: Washington State University;Ralph Baric: University of North Carolina		DR48	COVID-19	N		Years	Other;Pseudovirus Neutralization Assay;Flow Cytometry;Plaque Reduction Neutralization Assay;Surface Plasmon Resonance;Cell Mediated Immunoassay	0.0	10.21430/M3WRG2RJ32
N	Male		Responses to and control of vaccinia in immunosuppressed Rhesus Macaques	1.0	Immune Function and Biodefense in Children, Elderly, and Immunocompromised Populations	DR52.1	No ISD + MVA + MVA;No ISD + VV + MVA;Sirolimus + MVA + MVA;Sirolimus + VV + MVA;CNI + MVA + MVA		ELISA (31);Flow Cytometry (3433);Transcription profiling by array (24)		21342450	3.0-6.0	17	ARM232;ARM231;ARM230;ARM229;ARM228	   3.00	N	2024-07-25	Male	BCL2 (408);CCR5 (42);CCR7 (2049);CD127 (149);CD154 (67);CD28 (3433);CD3 (3433);CD38 (535);CD4 (3433);CD8 (3480);CD95 (361);CXCR3 (152);HLADR (535);IFNG (948);IL17 (28);Ki67 (319);PD1 (39);TNFA (1776)	   6.00	Vaccine Response	AI050025	52.1		19	2013-04-10	To study the immune response to vaccinia vaccine in immunosuppressed Rhesus macaques and to develop a relevant preclinical model in which the efficacy and safety of vaccines in the setting of transplantation can be evaluated.	PBMC;Other		6.0	SDY35	Protective Immunity in Transplant Recipients	Christian Larsen: Emory Transplant Center;Rafi Ahmed: Emory Transplant Center;Bali Pulendran: Emory Transplant Center	Macaca mulatta	DR1	smallpox	N		Years	ELISA;Flow Cytometry;Transcription profiling by array	3.0	10.21430/M381YQIYXY
Y	Unknown	Not Specified	Stereotactic Body Radiation Therapy in Treating Patients With Metastatic Kidney Cancer Undergoing Surgery	48.0	Clinical and Translational Science Award	DR48	Treatment (SBRT, nephrectomy);Control		Flow Cytometry (11)	https://clinicaltrials.gov/ct2/show/NCT01892930?term=NCT01892930&draw=2&rank=1	PMC5581708	18.0-89.0	4	ARM6509;ARM6541	  18.00	N	2023-05-31	Unknown	CCR4 (11);CCR5 (11);CCR6 (11);CCR7 (11);CCRL1 (11);CD11c (11);CD127 (11);CD14 (11);CD204 (11);CD223 (11);CD27 (11);CD28 (11);CD3 (11);CD31 (11);CD38 (11);CD4 (11);CD45RA (11);CD45RO (22);CD56 (11);CD57 (11);CD68 (11);CD8 (11);CXCR3 (11);HLADR (11);hTIGIT (11);IL2RA (11);Ki67 (11);PD1 (11);SIGLEC-3 (11);TNFRSF10A (11);TRAIL (11)	  89.00	Oncology	UL1TR001412	48.0	Unknown	11	2023-05-31	This pilot clinical trial studies stereotactic body radiation therapy in treating patients with metastatic kidney cancer undergoing surgery. Stereotactic radiation therapy may be able to send x-rays directly to the tumor and cause less damage to normal tissue.	Kidney		89.0	SDY1998	University of Buffalo Clinical and Translational Science Institute	Thomas Schwaab: Roswell Park Cancer Institute	Homo sapiens	DR48		N		Years	Flow Cytometry	18.0	10.21430/M3VXKEXMQ9
N	Unknown	Not Specified	Stability and heterogeneity in the anti-microbiota reactivity of human milk-derived Immunoglobulin A	49.0	NIH Program	DR49	Donor		Flow Cytometry (0)				2	ARM7427;ARM7426		N	2023-08-25				Immune Response	R01 DK120697;T32AI089443	49.0	Not Specified	102	2023-08-25	This study investigates the antibacterial reactivity of breastmilk derived immunoglobulin A (BrmIgA) with an array of bacterial isolates commonly found in the preterm infant microbiota. We isolated BrmIgA from de-identified donors and use flow cytometry to characterize the intensity of antibacterial reactivity. Our results show heterogeneity of inter-donor BrmIgA reactivity but intra-donor stability over time. In addition, there was no significant difference in IgA concentration or reactivity between preterm and term donor milk. Lastly, we found that holder pasteurization globally reduces BrmIgA reactivity.				SDY2286	Autoimmunity and Immunopathology Training Program;Mechanisms of maternal Immunoglobulin A control over the neonatal microbiota and the development of Necrotizing Enterocolitis.	Timothy Hand: Children's Hospital of Pittsburgh/ R.K Mellon Institute for Pediatric Research;Chelseá Johnson-Hence: University of Texas Southwestern Medical Center	Homo sapiens	DR49	Not Specified	N		Not Specified	Flow Cytometry		10.21430/M339V9SXPJ
N	Male;Female;Not Specified	Hispanic or Latino;Not Hispanic or Latino;Not Specified	Humoral and Cell-Mediated Immune Responses to Vaccinia Virus Immunization	1.0	Population Genetics Analysis Program (1)	DR52.1	Dryvax vaccine recipients		ELISA (71108);ELISPOT (27239);Flow Cytometry (806);HLA Typing (1071);SNP microarray (681);Transcription profiling by array (426)		19038260;22949304;23594957;23806267;27513748	19.0-40.0	2	ARM81	18	N	2024-07-25	Female, Male, Not Specified	CCR7 (806);CD14 (806);CD19 (806);CD4 (806);CD45RA (806);CD8 (806);HLA-A (1071);HLA-C (1071);HLADR (1071);IFNA (6211);IFNG (6204);IL10 (5998);IL12p40 (5342);IL12p70 (5324);IL18 (5196);IL1B (5518);IL2 (5201);IL4 (5980);TNFA (5506)	30	Vaccine Response	HHSN266200400065C	52.1	Other;Unknown;Black or African American;White;American Indian or Alaska Native	1092	2012-11-16	Our broad objective is to examine the role of candidate human immune response gene polymorphisms (and their receptors, expression and function) in inter-individual variability in vaccinia vaccine-induced humoral and cell-mediated immune responses among a cohort of 1,000 vaccinated subjects.	Serum;PBMC;DNA		40.0	SDY28	Population Genetics Analysis Program: Immunity to Vaccines/Infections	Gregory Poland: Mayo Vaccine Research Group	Homo sapiens	DR1	smallpox	N		Years	SNP microarray;Transcription profiling by array;HLA Typing;ELISPOT;ELISA;Flow Cytometry	19.0	10.21430/M3K3UZWK6S
Y	Male;Female	Hispanic or Latino;Not Hispanic or Latino	Immune Response to Varicella Vaccination in Subjects with Atopic Dermatitis Compared to Nonatopic Controls (VAR 05)	1.0	Atopic Dermatitis & Vaccinia Network (ADVN)	DR52.1	Atopic Dermatitis (AD+);Healthy controls	CBC/Differential Results (396);IgE/RAST (772)	ELISA (500);ELISPOT (293);Flow Cytometry (442)	http://clinicaltrials.gov/ct2/show/study/NCT00406081	20889193	1.0-2.0	1	ARM234;ARM235	   1.00	Y	2024-07-25	Female, Male	CD27 (196);CD28 (196);CD4 (196);CD69 (196);CD8 (246);IFNG (539);IgG (350);IL2 (98);Perforin (246);TNFA (148)	   2.00	Vaccine Response	AI000029	52.1	White;Other;Black or African American	71	2012-11-16	Young children have the highest prevalence of atopic dermatitis (AD) and are at significant risk complications from vaccinia. As a surrogate, we believe investigating the immune response to varicella vaccination will yield important information about alterations in the immune response to live virus vaccines subjects with AD. Evaluation of 30 analyzable children with AD and 30 analyzable nonatopic controls is planned. Subjects immunized with varicella vaccine will have blood drawn for laboratory evaluations 3 weeks after immunization. The immune response to varicella will be assessed by measuring the proportion of varicella-zoster virus (VZV)-specific T cells, perforin production, and VZV-specific antibody titers. Because of the and systemic T helper cell 2 (Th2) polarization of subjects with AD, an altered response to varicella vaccination expected. Specifically, it is expected that AD subjects will exhibit decreased cell-mediated responses, but exhibit normal to increased humoral responses as evidenced by production of VZV-specific antibodies.	Serum;Other;PBMC	SDY6 (7)	2.0	SDY2	Atopic Dermatitis and Vaccinia Network (ADVN) Clinical Studies Consort-26629c	Lynda Schneider: Children's Hospital, Boston;Donald Leung: National Jewish Medical and Research Center;Levin Myron: Univ. of Colorado School of Medicine	Homo sapiens	DR1	chickenpox;atopic dermatitis	Y	Atopic Dermatitis Assessment (333);Any Adverse Event? (69);Any medications taken (70);EASI Score (740);Family History (1212);Medical History (835);Non-AD Assessment (363);Physical Exam (617);Rajka-Langeland Score (148);Skin Infection History (210);Skin exam (305)	Years	ELISA;Flow Cytometry;ELISPOT	1.0	10.21430/M3G33VVU77
N	Female;Male	Hispanic or Latino;Not Hispanic or Latino	Systems Biology Approach to Analysis of 2012-13 TIV Fluzone Influenza Vaccine Response in Healthy Individuals (see companion studies SDY74, SDY296)	17.0	Human Immunology Project Consortium (HIPC) RFA-AI-14-007, RFA-AI-09-040	DR52.1	AIRFV 2012-13	Hematology test (2980)	Flow Cytometry (642);Hemagglutination Inhibition (240);Nanostring (38);Sequencing (108);Transcription profiling by array (213);Virus Neutralization (240)			21.0-64.0	8	ARM2107	  21.00	Y	2024-07-25	Female, Male		  64.00	Vaccine Response	AI089987	52.1	White;Black or African American	40	2016-02-05	This project will contribute to the overall vision and goals of this U19 by analyzing the immune response to Flu vaccination in healthy individuals. The knowledge generated in this Project will be transferred to Projects 3-5 where immune effects of vaccination will be studied in patients with underlying immune system alterations.	Other;Whole blood	SDY296 (26);SDY667 (5)	64.0	SDY301	Systems Analysis Vaccine Responses in Healthy and Hyporesponsive Humans	A. Karolina Palucka: Baylor Research Institute	Homo sapiens	DR17	influenza	Y	Vaccination History (624)	Years	Transcription profiling by array;Virus Neutralization;Sequencing;Flow Cytometry;Hemagglutination Inhibition;Nanostring	21.0	10.21430/M3T0BGMGGC
N	Female;Male;Not Specified	Not Hispanic or Latino	Humoral responses to Influenza vaccination in aged populations - Year 5 2015 (See companion studies SDY272 2011, SDY622 2012, SDY648 2013, SDY739 2014)	23.0	Protective Immunity in Special Populations	DR23	Immune response to Influenza vaccination in aged populations - Year 5		ELISA (810);Flow Cytometry (90);Virus Neutralization (270)		23674565;24155927;25172499;26277622;26637961	31.0-89.0	3	ARM3203;ARM3204	  31.00	N	2017-09-29	Female, Male, Not Specified	IgA1 (810);IgG (1620);IgM (1620)	  89.00	Vaccine Response	HHSN272201100018C 	23.0	White;Black or African American	45	2017-09-29	The purpose of this study was to measure the B cell and T cell responses to the Trivalent Inactivated influenza Vaccine(TIV) in young and aged subjects, and measure their different B cell subsets.	PBMC;Plasma	SDY622 (18);SDY648 (27);SDY739 (27);SDY272 (8)	89.0	SDY819	Defining defects in anti-viral immunity in the aged SP2 Wistar	Hildegund Ertl: The Wistar Institute;E. John Wherry: University of Pennsylvania	Homo sapiens	DR23	influenza;Aging	N		Years	ELISA;Flow Cytometry;Virus Neutralization	31.0	10.21430/M39Y58SSCH
Y	Male;Female;Not Specified	Hispanic or Latino;Not Hispanic or Latino;Not Specified	Monozygotic and Dizygotic Twin Pair T-Cell Responses to Influenza Vaccination SLVP018 2009	13.0	Human Immunology Project Consortium (HIPC) RFA-AI-14-007, RFA-AI-09-040	DR50.2	SLVP018_2009E;SLVP018_2009B;SLVP018_2009C;SLVP018_2009D;SLVP018_2009G;control samples;SLVP018_2009F;SLVP018_2009A		Flow Cytometry (991);Hemagglutination Inhibition (150);Luminex xMAP (613);Meso Scale Discovery ECL (308)	https://clinicaltrials.gov/ct2/show/NCT01987349	25594173;31636302	9.47-90.0	3	ARM2593;ARM2594;ARM2598;ARM2618;ARM2597;ARM2596;ARM2599;ARM2595	8	N	2024-02-29	Female, Male, Not Specified	CD20 (480);CD3 (480);CD4 (480);CD45RA (480);SIGLEC-3 (480)	100	Vaccine Response	AI090019	50.2	Other;Black or African American;White;Asian;Not Specified	74	2015-03-31	Evaluate the variation in immune response between individuals and assess whether it changes as a function of age and similarity in genetic and environmental background (by comparing differences between monozygotic and dizygotic twin pairs of different ages).	Serum;PBMC		90.0	SDY514	Vaccination and infection: indicators of immunological health and responsiveness	Mark Davis: Stanford University	Homo sapiens	DR13	influenza;Aging	N		Years	Hemagglutination Inhibition;Flow Cytometry;Meso Scale Discovery ECL;Luminex xMAP	9.47	10.21430/M3M6BADC48
N			A bivalent SARS-CoV-2 monoclonal antibody combination does not impact the immunogenicity of a vector-based COVID-19 vaccine in macaques	48.0	SeroNet	DR49	RhAd52-S.PP vaccination only.;RhAd52-S.PP vaccination + 4 mg/kg sham mAb R347.;RhAd52-S.PP vaccination + 4 mg/kg AZD7442.;RhAd52-S.PP vaccination + 0.5 mg/kg AZD7442.		Chemiluminescent Assay (0);ELISA (0);Flow Cytometry (0);Pseudovirus Neutralization Assay (0)		35857623	0.0-89.0	1	ARM7332;ARM7333;ARM7334;ARM7335	    .00	N	2023-08-25	Other		  89.00	Vaccine Response	U01CA260476	49.0		4	2023-05-31	To assess the impact of potent neutralizing SARS-CoV-2 mAbs on the immunogenicity of a genetic-based, prototypic viral vector-based SARS-CoV-2 vaccine when they are co-administered.			89.0	SDY2260	Immunologic Signatures of SARS-CoV-2 Vaccination and Disease	Dan Barouch: Harvard University;Abishek Chandrashekar: Harvard University		DR48	COVID-19	N		Years	ELISA;Flow Cytometry;Chemiluminescent Assay;Pseudovirus Neutralization Assay	0.0	10.21430/M3YQRTHK52
N	Male;Unknown;Female	Hispanic or Latino;Other;Not Hispanic or Latino;Not Specified	Antigen-Specific Adaptive Immunity to SARS-CoV-2 in Acute COVID-19	41.0	Cooperative Centers on Human Immunology RFA-AI-17-040;Human Immunology Project Consortium (HIPC) RFA-AI-15-041	DR41	Healthy unexposed individuals;Convalescent SARS-CoV-2 infected individuals;Acute SARS-CoV-2 infected individuals		ELISA (567);Flow Cytometry (573)		33010815	20.0-86.0	3	ARM5594;ARM5595;ARM5596	  20.00	N	2021-10-15	Female, Male, Unknown	CCR6 (573);CCR7 (573);CD14 (573);CD154 (573);CD16 (573);CD20 (573);CD274 (573);CD278 (573);CD3 (573);CD38 (573);CD4 (573);CD45RA (573);CD69 (573);CD8 (313);CXCR3 (573);CXCR5 (573);IgM (169);IL2RA (573);PD1 (573)	  86.00	Infection Response	AI118626;AI142742	41.0	Other;Unknown;Black or African American;White;Asian;Native Hawaiian or Other Pacific Islander;Not Specified	61	2021-10-15	Limited knowledge is available on the relationship between antigen-specific immune responses and COVID-19 disease severity. The adaptive immune system responds to pathogens in an antigen-specific manner to develop protective immunity. We completed a combined examination of all three branches of adaptive immunity at the level of SARS-CoV-2-specific CD4+ and CD8+ T cell and neutralizing antibody responses in acute and convalescent subjects, and compared the response in unexposed controls	PBMC;Plasma	SDY1640 (1);SDY1870 (14)	86.0	SDY1743	Human immune signatures of dengue virus and mycobacterium tuberculosis exposure in infection; disease and vaccination (La Jolla);Functional and Dysfunctional Human CD4 T cell and B cell Responses to Bacteria and Viruses (RFA-AI-17-040)	Shane Crotty: La Jolla Institute for Immunology;Alessandro Sette: La Jolla Institute for Immunology	Homo sapiens	DR41	COVID-19	N		Years	ELISA;Flow Cytometry	20.0	10.21430/M3LQIYECMJ
N	Female		Aerosol Inoculation with a Sub-lethal Influenza Virus Leads to Exacerbated Morbidity and Pulmonary Disease Pathogenesis	5.0	NIAID Centers of Excellence for Influenza Research and Surveillance (CEIRS)	DR5	X31 intranasal (IN) virus inoculation;X31-Aerosal with purified rat IgG;X31-Aerosal with anti-IL-6 antibody treatment;PR8 intranasal (IN) virus inoculation;X31 Aerosal virus inoculation		Flow Cytometry (10);Luminex xMAP (2);Microscopy (16);Other (22)		21449723	0.13-0.13	5	ARM931;ARM933;ARM930;ARM929;ARM932	   7.00	N	2013-11-01	Female		   7.00	Vaccine Response	HHSN266200700006C	5.0		5	2013-11-01	Examined how the method of inoculation affected immunity and disease pathogenesis in mice using mouseadaptedH3N2 A/Aichi/2/68 (x31)	Other;Lung		0.13	SDY225	Influenza Pathogenesis & Immunology Research Center (IPIRC)	Ralph Tripp: College of Veterinary Medicine, University of Georgia	Mus musculus	DR5	influenza	N		Weeks	Other;Flow Cytometry;Microscopy;Luminex xMAP	0.13	10.21430/M3SE0EVY36
Y	Male;Female;Not Specified	Hispanic or Latino;Other;Not Hispanic or Latino;Not Specified	Heterovariant cross-reactive B-cell responses induced by the 2009 pandemic influenza virus A subtype H1N1 vaccine SLVP021	12.0	Human Immunology Project Consortium (HIPC) RFA-AI-14-007, RFA-AI-09-040	DR50.2	>69 year old adults immunized intramuscularly with inactivated pH1N1 vaccine;Flow cytometry phenotyping technical control samples;60-69 year old adults immunized intramuscularly inactivated pH1N1 vaccine;18-32 year old adults immunized intramuscularly with inactivated pH1N1 vaccine		ELISA (56);ELISPOT (58);Flow Cytometry (1225);Hemagglutination Inhibition (116);Luminex xMAP (501)	https://clinicaltrials.gov/ct2/show/NCT02141581	23107783	18.0-81.0	7	ARM856;ARM855;ARM2215;ARM857	18	N	2024-02-29	Female, Male, Not Specified	CD20 (672);CD3 (672);CD4 (672);CD45RA (672);IgG (114);SIGLEC-3 (672)	81	Vaccine Response	AI090019	50.2	White;Other;Not Specified	79	2015-02-18	To study the plasmablast response to monovalent inactivated 2009 pandemic pH1N1 vaccine	Other;Serum;B cell;Whole blood;PBMC		81.0	SDY202	Vaccination and infection: indicators of immunological health and responsiveness	Harry Greenberg: Stanford University	Homo sapiens	DR12	influenza;swine influenza;Aging	N		Years	ELISPOT;ELISA;Flow Cytometry;Luminex xMAP;Hemagglutination Inhibition	18.0	10.21430/M3LS2SRM8M
N	Male;Unknown;Female	Other;	Simulation and Prediction of the Adaptive Immune Response and Quantification of Early and Adaptive Immune Response Kinetics to Influenza A Virus Infection	6.0	Modeling Immunity for Biodefense I	DR52.1	HeLa vBMW1 treated;WSN-OVA II Treated;Control;x31 Treated		DNA microarray (71);ELISA (1866);ELISPOT (485);Flow Cytometry (5090);PCR (396)		19439465;20410284;21948988;22468229;22554464;23900141	-0.17-0.46	28	ARM982;ARM1642;ARM1830;ARM989	6	N	2024-07-25	Female, Male, Unknown	CD103 (116);CD11a (187);CD138 (83);CD19 (604);CD27 (516);CD38 (530);CD4 (3689);CD44 (3689);CD45RO (4040);CD49a (187);CD62L (3689);CD73 (1742);CD8 (1947);IFNG (3502);IgD (199);IgG (527);IgM (526);IL2 (3502);IL4 (1742)	16	Immune Response	HHSN266200500020C	52.1	Other;	495	2013-12-18	Modeling approaches were combined with experimental data to investigate innate and adaptive immune responses to IAV infection. Mathematical models developed describe the dynamic interactions between influenza virus, target cells, cytotoxic lymphocytes, and virus-specific IgG and IgM. In additon, a two-compartment model developed quantifies the effects of viral replication and adaptive immunity.	Other		0.46	SDY241	University of Rochester Center for Biodefense Immune Modeling	David Topham: University of Rochester;Hulin Wu: University of Rochester	Homo sapiens;Mus musculus	DR6	influenza	N		Weeks	ELISPOT;ELISA;Flow Cytometry;PCR;DNA microarray	-0.17	10.21430/M3ERWHDJEO
N	Female;Male	Hispanic or Latino;Not Hispanic or Latino	CD8+ T cell immunity to 2009 pandemic and seasonal H1N1 influenza viruses	1.0	NIAID Centers of Excellence for Influenza Research and Surveillance (CEIRS)	DR52.1	FCM_Cohort		Flow Cytometry (48)		21211588	19.0-49.0	1	ARM217	  19.00	N	2024-07-25	Female, Male	CD14 (48);CD19 (48);CD3 (48);CD4 (48);CD45RO (48);CD56 (48);CD69 (48);CD8 (48);IL2 (48);NKP44 (48);TNFA (48)	  49.00	Infection Response	HHSN266200700008C	52.1	White;Asian	12	2011-06-01	Flow cytometry was used to measure the expression of IL2, IFN gamma and TNF alpha in CD8+ peripheral blood mononuclear cells isolated from healthy naive donors following stimulation with whole virus.	Other		49.0	SDY38	New York Influenza Center of Excellence	David Topham: New York Influenza Center of Excellence	Homo sapiens	DR1	swine influenza	N		Years	Flow Cytometry	19.0	10.21430/M3P9T1UFB9
